Molecule,SMILES,Volume,PSA_RDKit,NHA,NHD,NRB,FractionCSP3,PSA_Volume_Ratio,E_HOMO,E_LUMO_HOMO_GAP,Dipole_Moment,Polarizability,PSA_DFT,Partition_Energy_kcal_mol,Hydration_Energy_kcal_mol,LogD,KSOL,HLM,MLM,Caco-2-PP,Caco-2-PE,MPPB,MBPB,MGMB,rankPP,rankPE,rankKSOL,MPPB_,MBPB_,MGMB_,Caco-2-PE-log
E-0016029,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2N)nc2cnccc12,346.216,64.27,5,1,5,0.363636363636364,0.185635556993322,-0.196908580882566,0.12748378590744,1.24397221861614,422.759040791052,303.553276888299,4.96161437603171,-11.0699630504962,2.3,5.57215403217777,2.65324196460722,5.79087718150714,,,,,,,,4,,,,
E-0016030,Cc1c(N)c(-c2ccc3c(cnn3CCN3CCCCC3)c2)cc2cnccc12,367.696,59.97,5,1,4,0.333333333333333,0.163096688568818,-0.205477865026042,0.153376880550476,2.40431855617026,438.416797442612,312.943684239073,5.92505729509861,-13.2035893046548,3,5.59098698051086,4.58190155904874,6.45692662912244,,,,,,,,4,,,,
E-0016031,Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)cc3c2)cc2cnccc12,367.456,59.97,5,1,4,0.333333333333333,0.163203213445964,-0.205260748679717,0.149962651812656,3.69427794808234,446.692895187979,393.042448337435,6.3877414532103,-14.1062296165457,3,4.22829253473184,5.03565305707154,6.60380831406432,,,,,,,,2,,,,
E-0016032,CNc1c(-c2cccc(C(N)=O)c2)cc2cnccc2c1C,271.816,68.01,3,2,3,0.111111111111111,0.250206021720576,-0.211292358706264,0.153420133428677,3.56599887361689,323.657369859568,403.921909662741,6.94290827877443,-15.2374837154654,2.5,2.27726728500976,2.81540871942271,6.58216363345714,,,,,,,,1,,,,
E-0016033,CNc1c(-c2ccc(C(N)=O)cc2)cc2cnccc2c1C,272.024,68.01,3,2,3,0.111111111111111,0.25001470458489,-0.211734119835062,0.152215151468763,2.59703765806065,326.137771707731,349.683954633393,6.81308725576398,-15.0095033782438,2.5,3.68386691229039,3.27714473299218,6.3370027066358,,1.34,14,7.14,,,2,2,1.81528996663825,2.56538020624028,,0.85
E-0016035,CNc1c(C)cccc1-c1ccc(OCCN2CCCCC2)cc1,328.56,24.5,3,1,6,0.428571428571429,0.0745678110542975,-0.207234160853412,0.184617892402368,1.09259504117276,345.061124980541,142.025031845659,3.25609856156854,-7.39059325729609,2.8,5.24174701505964,2.72785282839839,6.70208320857993,,,,,,,,3,,,,
E-0016036,Cn1ccc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,328.8,17.4,3,0,5,0.363636363636364,0.0529197080291971,-0.206121323089589,0.185437781133911,1.84152773591082,354.648334841763,196.751994290747,3.48022063878407,-7.85744089794393,3.6,3.26575941076705,2.52572864430826,6.3917495951746,,,,,,,,2,,,,
E-0016037,Cn1nnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,321.072,43.18,5,0,5,0.4,0.134486968655006,-0.214312430265621,0.16074649883215,3.02422690135509,345.462083160408,255.040417706698,4.90381685392923,-10.9036023700659,2.3,5.52545293913178,0.470003629245736,8.17456202747944,,,,,,,,3,,,,
E-0016038,Cn1cnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,324.664,30.29,4,0,5,0.380952380952381,0.0932964541803218,-0.214595985581045,0.182745462955764,2.65636502891586,349.823414885829,279.690531267242,4.82318575925611,-10.7265654457093,2.3,5.59471137960184,2.78501124223834,7.52299497066556,,,,,,,,4,,,,
E-0016039,N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,301.016,36.26,3,0,5,0.35,0.120458713158105,-0.216444154054952,0.157674411138186,3.17273060578845,328.559334356813,244.798426159783,4.23848988831556,-9.48594773073177,2.8,5.19295685089021,1.52605630349505,5.54439588914474,2.71997877196748,0.98,8.2,1.77,,3,2,3,2.41547814335624,4.01633212110104,,0.68
E-0016040,Cc1ccccc1-c1ccc(OCCN2CCCCC2)cc1,299.632,12.47,2,0,5,0.4,0.0416177177337534,-0.209866169710839,0.184433458188504,0.763682387785629,316.216575461266,91.4349491498196,2.74388549760262,-6.21860402331086,3.6,5.50125821054473,3.61899332664977,8.02158453345511,,,,,,,,3,,,,
E-0016041,Cc1ccnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,307.368,51.38,4,1,5,0.421052631578947,0.167161187892038,-0.20316141754978,0.169937371185561,1.50198026925441,329.347228615178,254.386596028644,4.76625125288843,-10.5561068345151,1.4,5.605802066296,1.16315080980568,5.05751887999511,,,,,,,,4,,,,
E-0016042,Cc1cncc(-c2ccc(OCCN3CCCCC3)cc2)c1N,307.12,51.38,4,1,5,0.421052631578947,0.167296170877833,-0.210721823788349,0.186332511775921,2.5467330669438,323.75797193002,279.891819646649,5.04747791035771,-11.1338973451877,0.6,5.52146091786225,1.84054963339749,3.22684399451738,,,,,,,,3,,,,
E-0016043,Cc1nccc(-c2ccc(OCCN3CCCCC3)cc2)c1N,307.384,51.38,4,1,5,0.421052631578947,0.167152486791765,-0.206083433146842,0.171510265429274,2.32174071642742,326.320310662416,210.562247213572,4.53302722275841,-10.1425965316373,1.5,5.66988092298052,0.182321556793955,3.62167070442049,,,,,,,,4,,,,
E-0016044,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cn[nH]c3)ccc21,381.8,78.84,5,2,4,0.260869565217391,0.206495547407019,-0.205951135562455,0.160762379625021,1.48960153625537,427.441119360354,457.352772349725,8.459003425523,-18.8413852910878,3.9,,3.9982007016692,5.8224540043737,,,,,,,,,,,,
E-0016045,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,398.864,67.98,6,1,4,0.291666666666667,0.170434032652734,-0.200282142652699,0.155169605851516,2.07515780660096,453.612529144962,677.429073292658,9.11709730339713,-19.8893350663707,3.5,0.0320798934634117,2.99573227355399,4.04129534113229,1.63315443905142,1.86,1.5,1.25,,2,3,1,4.18459144006988,4.36944785246702,,1.05
E-0016046,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccc3)ccc21,401.6,50.16,4,1,4,0.230769230769231,0.124900398406374,-0.21256596326995,0.164932212832942,0.913333037395094,467.582887137038,419.816952255971,6.79617249060558,-15.0718038740446,5,,2.87919845729804,3.66867674679642,,,,,,,,,,,,
E-0016047,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccn3)ccc21,396.584,63.05,5,1,4,0.24,0.158982712363585,-0.213973928256378,0.161097486201936,1.74521752215227,465.99128402573,518.264976869041,7.38976503846339,-16.2570085826985,4.3,0.0094551587707552,3.18221184049661,4.10098910494077,0.104360015324243,0.8,0.3,0.24,,1,1,1,5.80613848129373,6.02988365701193,,0.6
E-0016048,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,397.048,63.05,5,1,4,0.24,0.158796921279039,-0.215171092583141,0.165168724705336,0.615482452253563,459.0738552739,486.996520974491,7.56174602382615,-16.7498458426337,4.1,0.00638954332166852,4.43675153436313,4.24992279404054,0.978326122793608,1.64,0.2,0.36,,1,3,1,6.21260609575152,5.62321493792596,,0.97
E-0016049,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,392.784,75.94,6,1,4,0.25,0.193337814167583,-0.217647869404983,0.163414185097448,1.14169457887249,451.177046174535,559.215013518816,7.94997691352654,-17.7086752525285,3.6,0.630207380786071,5.1334427233578,4.57057874121847,1.9139771019523,0.91,0.6,1,,2,1,1,5.10997773742852,4.59511985013459,,0.65
E-0016050,Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ncccn3)ccc21,392.072,75.94,6,1,4,0.25,0.19368891428105,-0.21728589075576,0.158399324450607,1.39964297333373,459.577866800334,501.596883407998,7.49716902329617,-16.5279986003006,3.8,0.136277618292548,3.1904763503465,4.30541553230204,1.00430160919687,0.94,0.9,0.63,,1,1,1,4.70148995699377,5.06088571683983,,0.66
E-0016051,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,404.528,63.05,6,1,4,0.291666666666667,0.1558606573587,-0.211652695142092,0.155526622911988,1.2620013912319,470.223890847486,362.123296374465,6.48937240067528,-14.4272287477235,4.6,0.0057136459925687,3.84801767545223,4.88809094133816,,,,,,,,1,,,,
E-0016054,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,397.112,88.83,8,1,4,0.318181818181818,0.223690042103991,-0.22545610610554,0.150081019379496,1.47972060127589,445.316205843569,463.066503867518,7.6119147105941,-16.877243119348,3.6,0.123985979780991,4.07584109065754,4.8186673602505,1.1999647829284,1.04,2.2,1.28,,1,2,1,3.7944672166765,4.34542748222555,,0.71
E-0016055,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)n[nH]c3c2)s1,364.496,99.69,7,2,4,0.285714285714286,0.27350094376893,-0.21310384668319,0.1377773991379,2.37403205576675,419.462115685623,590.46298887335,9.63647424153863,-21.1523490706806,1.5,0.82417544296635,2.17475172148416,0,,,,,,,,1,,,,
E-0016056,Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,381.448,88.83,8,1,4,0.318181818181818,0.232875778612026,-0.213514427302784,0.13766421829371,4.63391157423563,438.513491797701,735.649628994418,9.50800342385109,-20.4905904237766,1.4,3.05870707271538,1.64865862558738,0,2.3869262414278,3.67,34.6,10.06,,3,4,1,0.636668576399474,2.19057561667097,,1.54
E-0016058,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,417.552,67.15,7,0,4,0.333333333333333,0.160818293290417,-0.205461491631214,0.145274212181782,2.35705611580535,486.774129595519,758.548611256239,8.89882799307385,-19.3445885543184,3.9,0.0242046886968174,5.58799744166249,6.73862631597417,1.34807314829969,1.43,0.3,0.57,,1,3,1,5.80613848129373,5.16157279714552,,0.89
E-0016060,O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,283.728,74.01,4,2,4,0.411764705882353,0.26084841820335,-0.203358165522468,0.152826702726198,0.999956113537316,310.671802706308,296.542928793651,6.13633281005482,-13.8554821961424,1.9,5.53338948872752,1.02961941718116,4.14788532915013,0.741937344729377,10.99,41.8,22.58,,1,4,3,0.330989015206682,1.23218058642799,,2.48
E-0016062,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ccc32)c1=O,301.096,63.15,5,1,4,0.444444444444444,0.209733772617371,-0.205643589130677,0.157141475843812,1.49937483664601,330.081616760667,238.70911617186,5.0280746732439,-11.346640659426,1.1,5.53338948872752,1.66770682055808,3.99452422693989,2.91560622907471,0.71,10,18.39,,3,1,3,2.19722457733622,1.49014476486492,,0.54
E-0016064,COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,322.224,39.52,5,0,5,0.45,0.12264759918566,-0.204542337609559,0.168048529822951,1.71682293484845,357.370116579755,228.310221622172,3.75495636721487,-8.40639315583993,2.5,4.66343909411207,2.14006616349627,4.60816569496789,2.21046980408624,0.88,0.5,0.41,,2,1,2,5.29330482472449,5.49265987722733,,0.63
E-0016065,Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,312.76,41.03,3,1,4,0.45,0.131186852538688,-0.199082386650248,0.156050914064168,1.12269011339315,352.600713594089,212.581946877943,4.74293509905558,-10.6456321069356,0.9,5.52942908751142,1.48160454092422,4.69134788222914,2.7638002162067,0.87,10.3,13.77,,3,1,3,2.16432687382916,1.83452583222367,,0.63
E-0016066,Cn1ccc2c([nH]c3cc(C#CCN4CCCCC4)ccc32)c1=O,300.952,41.03,3,1,1,0.35,0.136334033334219,-0.202251268304659,0.146058161713725,0.84343265219607,368.425713589838,299.16660018935,5.28579102872356,-11.8093430895425,3.1,3.26575941076705,2.74727091425549,4.50865928560725,,,,,,,,2,,,,
E-0016067,Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,310.384,70.13,4,2,3,0.368421052631579,0.225945925047683,-0.198511909139409,0.151822634555262,1.07296439348366,358.397262593187,407.760782326172,6.82104791546228,-15.1310275370817,2,5.48063892334199,2.63905732961526,4.39197696552705,2.8225686545448,0.98,15.2,7.28,,3,2,3,1.71900011494563,2.5444533368229,,0.68
E-0016068,CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,327.696,61.34,4,1,3,0.4,0.187185684292759,-0.200341091528581,0.153614489109509,1.42461949839155,366.274581866812,385.835701592884,7.01955622186644,-15.524728536687,0.9,5.54907608489522,1.54756250871601,4.59410923862867,2.01356879752913,2.13,14,39.79,,2,3,3,1.81528996663825,0.414222827037519,,1.14
E-0016070,Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,321.432,50.26,4,1,4,0.45,0.156362776574828,-0.195311049310361,0.157091279646712,0.822010241744417,356.969274167604,241.762609228978,5.39088793822733,-12.1209146596205,1.9,5.52942908751142,1.25276296849537,4.56226268497681,2.49897390699944,1.1,3,2.08,,3,2,3,3.47609868983527,3.85178292505079,,0.7
E-0016071,Cc1cn(C)c(=O)c2[nH]c3cccc(OCCN4CCCCC4)c3c12,321.552,50.26,4,1,4,0.45,0.156304423545803,-0.195521085238505,0.152806050482586,1.60887309964255,353.029133098551,228.6035147273,4.95068614798526,-11.1267218814616,2.4,5.40267738187228,2.3887627892351,4.79081953287472,,,,,,,,3,,,,
E-0016072,Cn1ccc2c([nH]c3cc(OCCC4CCNCC4)ccc32)c1=O,304.36,59.05,4,2,4,0.421052631578947,0.194013668024708,-0.196786584411096,0.154305963210991,2.16357129957856,340.284954747238,296.899651872594,5.85701594423471,-13.1526152124683,0.3,5.4971682252932,1.45861502269952,2.63188884013665,1.01160091167848,6.44,7.5,3.05,,1,4,3,2.51230562397611,3.45905379106934,,2.01
E-0016073,Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,338.296,50.26,4,1,6,0.476190476190476,0.148568117861281,-0.198136844733869,0.159214156990326,0.389783476846949,369.971604045737,293.350613279428,5.68839522397591,-12.7060927785958,1.1,5.52942908751142,0.955511445027436,3.93378449720966,2.56186769092413,1.23,6.3,4.91,,3,2,3,2.69954855584689,2.96354986974492,,0.80
E-0016074,Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,305.008,59.05,4,2,4,0.421052631578947,0.193601479305461,-0.198507033548043,0.158452288598941,0.351352772170831,338.866975366044,333.441297114913,5.94705025229215,-13.2632412538617,0.3,5.51745289646471,0.916290731874155,4.62497281328427,1.34807314829969,5.59,10.1,2.83,,1,4,3,2.18616251763036,3.5361853101962,,1.89
E-0016075,Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,304.784,59.05,4,2,4,0.421052631578947,0.193743766076959,-0.196886817650906,0.154326717652725,1.56671114511058,339.963138607543,272.041551605524,5.81685292530221,-13.0957054803557,0.3,5.50533153593236,0.693147180559945,4.43911560165801,1.37371557891303,5.46,9.9,2.09,,1,4,3,2.20838540747375,3.84688462338926,,1.87
E-0016076,CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,321.856,50.26,4,1,4,0.45,0.156156790614436,-0.196837143809775,0.154615645060278,1.96561933288137,357.980169047013,246.347080402089,5.33378550722253,-12.0158348760504,1.2,5.51745289646471,1.1314021114911,4.54329478227,2.74406063862524,1.23,7.9,5.82,,3,2,3,2.45601218378829,2.78390758307206,,0.80
E-0016077,CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,321.6,50.26,4,1,4,0.45,0.156281094527363,-0.198348140750673,0.158416494112472,0.747428704716271,353.719373368016,298.906131420779,5.50363438682428,-12.2908082880023,1.2,5.51745289646471,0.993251773010283,4.67002115830771,2.66722820658196,1.27,10,5.33,,3,2,3,2.19722457733622,2.87704592196305,,0.82
E-0016078,O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,347.336,50.26,4,1,6,0.5,0.144701384250409,-0.19695924814699,0.154364887870869,1.58980982939254,383.597171949715,232.058144860458,5.50587161209718,-12.3896741682903,2.5,5.0998664278242,2.46809953147162,3.92789635458444,2.4248027257183,1.08,1.4,1.42,,3,2,3,4.25459902498738,4.24021152966406,,0.73
E-0016083,Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,307.104,41.03,3,1,3,0.421052631578947,0.133602948838179,-0.199616026611709,0.155940998107683,1.9487107481034,325.678794337335,297.892188124832,6.00740084531019,-13.537790041507,3.5,3.68386691229039,2.9704144655697,4.77828280369674,3.02916704964023,1.28,0.9,1.15,,4,2,2,4.70148995699377,4.45384160724147,,0.82
E-0016084,Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,306.336,41.03,3,1,3,0.421052631578947,0.13393789825551,-0.200019941361571,0.155495787092079,1.92048075209124,326.60240210588,286.937968518374,5.70271232303283,-12.8906185967613,3.4,3.32503602069659,3.00568260440716,4.79247928429309,2.86448398694404,1.34,0.7,0.75,,3,2,2,4.95482051498986,4.88532399201908,,0.85
E-0016085,CNCCCn1ccc2c([nH]c3nc(C4CC4)cnc32)c1=O,274.8,75.6,5,2,5,0.4375,0.275109170305677,-0.209792035946324,0.138600275449922,1.09956531263891,310.538830495643,212.505011001251,4.97953786818548,-11.3287323818033,0.1,5.54907608489522,2.70805020110221,3.26575941076705,,,,,,,,3,,,,
E-0016086,Cn1ccc2c([nH]c3cc(OCCc4cnccn4)ccc32)c1=O,283.512,72.8,5,1,4,0.166666666666667,0.256779254493637,-0.199024221537948,0.142258084273915,0.350393314699554,324.784011968914,315.33772574763,6.59596824792443,-14.7926268961026,2.2,2.32922702394047,2.98061863574394,4.63181211693451,3.05116698044209,1.27,1.7,4.27,,4,2,1,4.05739577609095,3.10991790171773,,0.82
E-0016087,Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,228.408,67.25,4,2,3,0.214285714285714,0.294429266925852,-0.199088509458973,0.158376344498442,0.978602514587352,259.067032912124,314.890485791839,5.97560004763659,-13.4663980162246,1.5,5.44673737166631,2.92316158071916,4.09933210373314,3.19581188526965,1.17,16.7,18.83,,4,2,3,1.60703982975009,1.46109437810402,,0.77
E-0016088,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ncc32)c1=O,296.72,76.04,6,1,4,0.470588235294118,0.256268535993529,-0.210676877748301,0.149749339146826,2.14981523979665,318.200969759065,354.093402533105,5.99353660264688,-13.4635661559658,0.4,5.48893772615669,0.916290731874155,3.44998754583159,1.91839212016142,2.45,48.4,51.59,,2,3,3,0.064021858764931,-0.0636214513049555,,1.24
E-0016092,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1cccn1,275.32,68.5,5,1,4,0.1875,0.248801394740665,-0.209319658886311,0.151133232643232,2.91286548874966,304.68937375383,379.328290243648,6.31525440366802,-14.1562482600969,2.6,3.9759363311718,2.00148000021012,4.29045944114839,,,,,,,,2,,,,
E-0016095,CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,333.736,63.29,5,1,4,0.238095238095238,0.189640913776158,-0.214220838087925,0.181816150884375,2.38944007641858,365.080436728755,450.668741732084,7.65516912513387,-17.2518976682957,1.7,5.54126354515843,1.79175946922806,2.65324196460722,2.47401420862158,2.36,7,29.51,,3,3,3,2.58668934409794,0.870741666830936,,1.21
E-0016096,CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,329.28,76.18,6,1,4,0.25,0.231353255587949,-0.225600133299851,0.180542740305646,1.817727700499,358.076173489081,518.708917081244,8.17287983339001,-18.1016954002831,0.9,5.55295958492162,1.50407739677627,0.693147180559945,1.96150224381515,3.28,26.6,74.13,,2,4,3,1.01501271983282,-1.05273631247069,,1.45
E-0016098,O=c1[nH]cnc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,283.832,74.01,4,2,4,0.411764705882353,0.260752839707996,-0.206857764356778,0.15930896998729,0.791195468300275,313.890021265016,276.034102789028,6.47981189996303,-14.6440278287943,0.9,5.45958551414416,1.58923520511658,3.52636052461616,,,,,,,,3,,,,
E-0016100,c1cnc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1,279.664,41.15,3,1,4,0.388888888888889,0.147140854739974,-0.210595033448983,0.165521079598482,1.34877944868543,318.798943030128,117.907129028443,4.0600647055794,-9.2369942200982,2.2,5.4971682252932,2.70136121295141,4.36437169943516,,,,,,,,3,,,,
E-0016101,c1cc2c(cn1)[nH]c1cc(OCCN3CCCCC3)ccc12,279.656,41.15,3,1,4,0.388888888888889,0.147145063935692,-0.214173630906598,0.169922037643114,2.41260780788525,316.034353677248,226.71179408882,5.05532258302195,-11.2276316359433,1.9,5.54126354515843,2.37954613413017,4.60816569496789,,,,,,,,3,,,,
E-0016102,Cn1c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c2n(C)c1=O,325.256,72.26,6,1,4,0.473684210526316,0.222163465085963,-0.202862463815232,0.155363045036789,2.50237032648344,351.499701374049,332.102742837943,5.89650415763531,-13.3292621207982,1.3,3.98527346716774,1.43508452528932,4.28771595520264,2.64900766046843,1.57,6.5,12.53,,3,3,2,2.66615925939305,1.94317010852379,,0.94
E-0016103,COC1CN(Cc2ccc3c(c2)nc(CN(C)C(=O)c2cn(C)c4ncccc24)n3C)C1,400.952,68.42,7,0,6,0.375,0.170643867595124,-0.218641726101983,0.172958835683096,1.42858643881614,424.804832614763,386.796751931947,7.68370063270747,-17.2762549861111,0.6,5.51745289646471,1.62924053973028,2.66025953726586,,,,,,,,3,,,,
E-0016104,COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ncccc45)[nH]c3c2)C1,383.904,79.28,6,1,6,0.347826086956522,0.206509960823539,-0.21864889406863,0.172548956028796,2.14668836751073,409.498128745522,498.003229220967,7.5975622794452,-16.9156102754458,0.8,5.47646355193151,1.09861228866811,3.09557760852371,,,,,,,,3,,,,
E-0016105,Cn1ccc2c([nH]c3cc(OCCc4cccnc4)ccc32)c1=O,287.632,59.91,4,1,4,0.157894736842105,0.208286977804973,-0.198485274337358,0.15902462741975,0.819298734125012,330.900588928062,435.775447165465,7.00237036690814,-15.447781839857,3.1,1.5953389880546,2.99573227355399,4.71402459090017,,,,,,,,1,,,,
E-0016106,CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,336.968,70.57,5,1,4,0.4,0.209426414377626,-0.197147372223379,0.154230870281081,2.01599090488201,365.873183061349,443.080077138742,7.98491060192981,-17.734763847559,1.4,5.46806014113513,0.8754687373539,3.20274644293832,2.40243042796376,2.65,6.7,21.83,,3,3,3,2.63371258145638,1.27560077167039,,1.29
E-0016107,CCN(CC)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,299.32,50.26,4,1,6,0.388888888888889,0.167913938260056,-0.198323419209573,0.15906825300864,0.626180482864593,325.907866569043,257.025223748014,5.58101290841231,-12.5433296387279,0.9,5.53733426701854,1.3609765531356,4.52178857704904,3.35200713747138,0.77,10.8,17.46,,4,1,3,2.11133490545579,1.55337047391298,,0.57
E-0016108,CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,312.944,41.03,3,1,3,0.45,0.131109719310803,-0.199838529793981,0.155582402605144,0.981894410189718,348.09359806667,205.927374511479,4.6559382173211,-10.4917113543144,2.2,5.50938833662798,2.96527306606928,4.68767140749984,3.46009502290964,0.73,2.8,5.67,,4,1,3,3.54715129428524,2.8116101549221,,0.55
E-0016109,Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,272.584,64.84,5,1,4,0.176470588235294,0.237871628562205,-0.199427893294193,0.158361715755829,2.42918474681379,306.688905789654,488.65971904977,7.85579631307228,-17.3998394141306,2.1,4.85981240436167,2.57261223020711,4.14788532915013,2.3767644911683,4.61,5.3,12.72,,2,4,2,2.88300717963396,1.92594578361284,,1.72
E-0016110,C[C@@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,313.064,41.03,3,1,3,0.45,0.13105946387959,-0.199942120240546,0.155656117198719,0.947259682373711,347.754203706383,205.094520936693,4.65301945569378,-10.490750495353,2.3,5.4553211153577,2.95491027903374,4.70501552095781,3.28541234866845,0.85,2.8,3.87,,4,1,3,3.54715129428524,3.21244693503603,,0.62
E-0016111,C[C@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,312.792,41.03,3,1,3,0.45,0.131173431545564,-0.199074257655872,0.154985696483619,0.917659725172707,348.006325858938,218.121508582544,4.73432402042098,-10.6507195702687,2.4,5.37989735354046,2.98061863574394,4.72384171570559,3.13592890404727,0.89,2.5,4.08,,4,1,3,3.66356164612965,3.15741752230319,,0.64
E-0016112,COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ccccc45)n(C)c3c2)C1,405.592,55.53,6,0,6,0.36,0.136910984437563,-0.214024648095579,0.181540948656848,3.30115336305889,433.601270634574,477.82595565223,7.70013869855595,-17.254315474569,1.5,5.53733426701854,2.30258509299405,3.86283276123737,,,,,,,,3,,,,
E-0016113,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,347.48,64.27,5,1,5,0.363636363636364,0.184960285484057,-0.21105681382804,0.150332991384,4.80534187992841,398.397624526177,326.230897439979,7.18032861301973,-15.647373873249,1.8,5.62762111369064,3.44361809754611,4.50313746042294,,,,,,,,4,,,,
E-0016114,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc2c1Br,350.728,64.27,5,1,5,0.333333333333333,0.183247416801624,-0.21662081836776,0.147550123955341,5.01682779587178,407.436695741321,373.452472444872,6.58271225677039,-14.3893744064081,2.3,5.68017260901707,3.91002100275747,5.53220301439415,,,,,,,,4,,,,
E-0016115,NC(=O)Cc1cccc(Nc2nc(F)cc(-c3cccnc3)n2)c1,279.848,93.79,5,2,5,0.0588235294117647,0.335146222234927,-0.217071049052282,0.145963050124255,3.22439053061281,313.999335457998,402.88176947041,7.14243771285607,-15.8898009727249,2.4,4.89034912822175,4.87976701889122,6.41901725168015,,,,,,,,2,,,,
E-0016117,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cc(F)ccc12,359.984,38.49,3,1,5,0.333333333333333,0.106921418729721,-0.194926832873396,0.147099241058688,2.42260383607079,416.322900358734,250.0944676739,4.31230095026579,-9.75229455103312,3.9,1.81156209652423,0,4.22829253473184,,,,,,,,1,,,,
E-0016118,Cc1c(N)c(-n2ccc(OCC3CNC3)n2)cc2cccnc12,282.744,77.99,6,2,4,0.294117647058824,0.27583255524432,-0.204208890180943,0.147102472809097,1.56734951289221,327.280154049854,265.355628785291,5.15093258127884,-11.5215223112622,-0.7,5.65948221575962,0.641853886172395,3.5945687746427,,,,,,,,4,,,,
E-0016119,Cc1nc2cnc(-c3ccc(OCCN4CCCCC4)cc3)cn2c1C,337.392,42.66,5,0,5,0.428571428571429,0.126440460947503,-0.210322100457652,0.15611195715329,1.97446573567401,383.860071798117,296.524655913902,5.02390368392411,-11.0868571095417,2,5.40717177146012,1.82454929205105,3.90197266957465,,,,,,,,3,,,,
