Molecule,SMILES,Volume,PSA_RDKit,NHA,NHD,NRB,FractionCSP3,PSA_Volume_Ratio,E_HOMO,E_LUMO_HOMO_GAP,Dipole_Moment,Polarizability,PSA_DFT,Partition_Energy_kcal_mol,Hydration_Energy_kcal_mol,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB
E-0016260,CCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1C(F)(F)F,361.416,51.38,4,1,6,0.318181818,0.142163048,-0.206625285,0.153919068,3.725644519,391.6240038,357.7185516,5.871640134,-13.00444068,3.1,262,73.6,278.4,,,,,
E-0016261,C[C@@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,359.48,60.61,5,1,5,0.318181818,0.168604651,-0.212795052,0.155403763,2.776201667,407.392758,296.8576356,5.586850457,-12.55011276,3.7,42.8,96.7,568.5,,,,,
E-0016262,C[C@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,359.04,60.61,5,1,5,0.318181818,0.168811275,-0.212843733,0.155121633,2.701754217,407.0818892,323.0082022,5.639713578,-12.63321476,3.6,32.1,79.4,425.3,5.77,0.81,2.3,0.72,
E-0016263,NC(=O)c1ccn(-c2ccc(OCCN3CCCCC3)cc2)n1,295.488,73.38,5,1,6,0.411764706,0.248334958,-0.213888502,0.173679166,3.197474114,300.8748457,350.4665315,6.404007876,-14.279317,0.7,286,1.1,12.3,,,,,
E-0016264,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2cnnc2c1,304.488,42.66,5,0,5,0.368421053,0.140104044,-0.215846369,0.155802654,3.714386658,333.4708234,326.7657782,6.195139245,-13.56562517,0.7,274,1.8,72.3,,,,,
E-0016265,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2nccc2c1,308.904,29.77,4,0,5,0.35,0.096372983,-0.206325278,0.155898979,0.657825373,346.9381794,124.9874226,3.714517455,-8.35567217,2.3,271,4.6,2088.2,,,,,
E-0016266,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccnn2c1,308.688,29.77,4,0,5,0.35,0.096440419,-0.206737664,0.157721518,1.969967555,344.3567284,143.1797855,3.797526131,-8.602098266,2.6,261,7.7,2398.4,,,,,
E-0016267,Cc1ccnc(-c2ccc(OCCN3CCCCC3)c(C)c2N)c1,323.84,51.38,4,1,5,0.45,0.158658597,-0.202697435,0.166255156,1.299060033,348.1624811,261.7830556,4.592750413,-10.16167647,2,277,14.9,267.1,,,,,
E-0016268,O=C1Cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2N1,320.664,41.57,3,1,5,0.380952381,0.129637253,-0.212122901,0.181400505,1.827908039,346.5339824,182.6952753,4.878313391,-11.06477038,1.9,273,2.8,525.7,,,,,
E-0016269,CN1C(=O)Cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,337.6,32.78,3,0,5,0.409090909,0.097097156,-0.206853697,0.183152063,1.408033663,356.4076249,181.0036632,4.381317176,-9.892919214,2.3,282,0,807.3,,,,,
E-0016270,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncsc2c1,313.976,25.36,4,0,5,0.35,0.080770505,-0.209815162,0.15913859,1.050275411,355.9458807,188.5745852,3.779869727,-8.408009292,2.7,219,7.8,299.1,,,,,
E-0016271,CN(CCN1CCCCC1)c1cnc(-c2ccc3ccncc3c2)nn1,331.296,58.04,6,0,5,0.4,0.175190766,-0.209937808,0.137684836,2.924739369,399.9267797,374.4862736,5.429930279,-11.93096661,2,263,12.9,2548.1,,,,,
E-0016272,Cc1ccc2nc(-c3ccc(OCCN4CCCCC4)cc3)nn2c1,320.672,42.66,5,0,5,0.4,0.13303313,-0.214210074,0.164122309,1.481157454,362.785436,372.6727445,4.612895448,-10.1801696,2.2,274,3.6,53.2,,,,,
E-0016273,c1cc(-c2cnccc2Nc2ccc(OCCN3CCCCC3)cc2)ncn1,353.448,63.17,6,1,7,0.318181818,0.178725018,-0.202689813,0.133067851,1.290672163,404.9389924,204.3396095,4.891874721,-11.05849633,1.8,257,11.2,942.1,,,,,
E-0016274,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,308.808,51.22,3,1,5,0.142857143,0.165863579,-0.228934269,0.149790952,2.746511992,373.63744,293.8057049,6.173544858,-13.79112862,3.5,21.6,43.6,869.1,11.47,1.24,0.8,1.83,
E-0016276,Cc1c(N)c(-c2ccc3c(c2)nnn3CCN2CCCCC2)cc2cnccc12,363.784,72.86,6,1,4,0.347826087,0.200283685,-0.206637605,0.149258624,3.993860247,428.1216256,477.386542,7.268185631,-15.91623229,2.8,271,88.7,666.9,,,,,
E-0016277,Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)nc3c2)cc2cnccc12,364.096,72.86,6,1,4,0.347826087,0.200112058,-0.206351884,0.142977306,3.313461422,434.7071969,285.9191509,6.004724751,-13.4732814,3.3,238,128.6,608.8,,,,,
E-0016278,Cc1c(N)c(-c2ccc3nnn(CCN4CCCCC4)c3c2)cc2cnccc12,364.112,72.86,6,1,4,0.347826087,0.200103265,-0.207997236,0.144348206,3.330901903,431.1834145,466.7450063,7.304132484,-15.97880863,3,68.1,673.4,1646.7,,,,,
E-0016279,Cc1c(N)c(-c2ccc(S(=O)(=O)CCN(C)C)cc2)cc2cnccc12,337.232,76.29,5,1,5,0.25,0.226224083,-0.208000933,0.144778877,1.314418251,390.7388063,517.5540506,8.184695672,-18.19431381,2,289,80.2,1777.2,,,,,
E-0016280,Cc1cc(-c2ccccn2)cc(-c2ccc(OCCN3CCCCC3)cc2)c1N,379.128,51.38,4,1,6,0.32,0.135521513,-0.195388567,0.152562339,1.77773469,441.3411268,321.6302406,5.252480111,-11.61207384,2.8,214,18.7,148.7,,,,,
E-0016282,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc(Br)c2nccnc12,350.016,64.27,5,1,5,0.333333333,0.183620177,-0.199768104,0.120980703,2.688561472,411.9506857,283.8128781,4.762235299,-10.70859971,2.9,104,1.3,113.6,,,,,
E-0016283,Nc1c(Cl)ncnc1-c1ccc(OCCN2CCCCC2)cc1,301.624,64.27,5,1,5,0.411764706,0.213079861,-0.215233919,0.157507037,2.68040633,322.9111468,248.6735777,4.656821272,-10.44368221,1.2,295,2,128.7,,,,,
E-0016284,Cc1cccc(-n2ccc(OCC3CN(C)C3)n2)c1N,260.32,56.31,5,1,4,0.4,0.216310695,-0.20213301,0.182286979,0.930573599,264.3239972,167.7842031,3.946223749,-8.944379747,-0.2,283,0.4,73,,,,,
E-0016285,Cc1c(N)c(-c2ccc(OCCN3CC4(CCO4)C3)cc2)cc2cnccc12,352.856,60.61,5,1,5,0.347826087,0.171769787,-0.205303096,0.154914521,3.856176266,403.4263296,352.919127,6.409153826,-14.31345951,2.4,268,27.3,172.2,7.48,1.06,12.2,5.12,
E-0016286,Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cn1,383.632,67.98,6,1,4,0.291666667,0.177201068,-0.204573042,0.158962493,2.776823312,441.0327764,649.378594,9.295407824,-20.39740645,2.1,1.24,5.5,17.5,,,,,
E-0016287,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-n3ccnc3)ccc21,367.04,67.98,6,1,4,0.260869565,0.185211421,-0.213369565,0.163179672,2.401428449,410.7558421,730.7645523,9.352102768,-20.55262232,1.8,58.3,5.9,21.2,1.13,32.17,17.9,5.27,
E-0016288,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,383.32,67.98,6,1,4,0.291666667,0.177345299,-0.200604508,0.155536038,2.486485522,441.1139182,846.713828,10.09854951,-21.85025733,1.6,16.2,2.5,8.1,0.83,34.91,22.2,5.4,
E-0016289,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cnoc3)ccc21,364,76.19,6,1,4,0.260869565,0.209313187,-0.212043893,0.162160684,1.186385443,411.6299421,742.7473387,9.055418528,-19.82857894,1.9,5.92,23.8,29,,,,,
E-0016290,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ncccn3)ccc21,376.888,75.94,6,1,4,0.25,0.201492221,-0.213189555,0.154237919,2.094303742,447.3731095,622.0574162,8.336458048,-18.21917952,1.9,20.4,5.3,0.4,,,,,
E-0016291,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cnccn3)ccc21,377.096,75.94,6,1,4,0.25,0.201381081,-0.214996712,0.153810159,1.225466573,448.0463413,606.7317981,8.412934113,-18.51364078,1.9,18.5,15.5,15.4,,,,,
E-0016292,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,388.64,63.05,6,1,4,0.291666667,0.1622324,-0.211569764,0.155600359,1.822483097,465.2778466,564.6004093,8.043456822,-17.62734883,2.8,35.6,17.2,18.6,2.29,2.78,4.5,0.38,0.888
E-0016293,Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cs1,388.504,63.05,6,1,4,0.291666667,0.162289191,-0.208447308,0.162379234,2.233809212,457.9667537,584.2647938,8.265639466,-18.10490309,2.5,13.2,19,23.3,4.93,3.05,4.8,0.63,
E-0016294,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N(C)C2CCN(c4ccncc4)CC2)n3C)s1,401.992,67.15,7,0,4,0.333333333,0.167043125,-0.21351947,0.152997224,2.590271854,471.8026368,766.2395144,9.095571994,-19.74303772,1.6,36.6,,,,,,,
E-0016295,CN1CCC(n2cc(-c3ccc4ncsc4c3)cn2)CC1,269.704,33.95,5,0,2,0.375,0.125878741,-0.211265023,0.160605598,1.650734694,307.261238,232.5176691,4.40786202,-9.769552208,1.7,285,,,,,,,
E-0016296,Cn1c(=O)c2c(ncn2CCCCCCCn2cnc3c2c(=O)n(C)c(=O)n3C)n(C)c1=O,406.16,123.64,12,0,8,0.523809524,0.304412054,-0.226089641,0.188351692,1.684252226,383.7985436,585.8044686,9.140145167,-20.56651974,1.6,51,,,,,,,
E-0016297,Cn1c(=O)c2c(ncn2CCCCCCCCCn2cnc3c2c(=O)n(C)c(=O)n3C)n(C)c1=O,439.52,123.64,12,0,10,0.565217391,0.28130688,-0.22595505,0.188288627,1.788692862,414.1283718,594.1962104,9.158848639,-20.63503659,2.5,5.44,,,,,,,
E-0016298,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4ccncc4)CC2)n3C)s1,402.744,75.94,7,1,5,0.333333333,0.188556502,-0.21868241,0.157264275,1.247320225,463.7519796,509.4258023,8.49276919,-18.58769322,2.9,1.86,40.7,819.2,,,,,
E-0016299,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4ccncn4)CC2)n3C)s1,398.496,88.83,8,1,5,0.347826087,0.222913153,-0.219998619,0.157600118,2.199828058,454.835576,602.3882739,8.850345193,-19.41537006,2.3,12.1,19,226.5,,,,,
E-0016300,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4cncnc4)CC2)n3C)s1,398.104,88.83,8,1,5,0.347826087,0.223132649,-0.218690766,0.157332838,1.062697633,455.0865664,595.6496031,8.947071129,-19.67288286,2.1,19,30.4,303,,,,,
E-0016301,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncn4)CC2)n3C)s1,380.328,88.83,8,1,4,0.318181818,0.233561557,-0.218787373,0.157299574,3.055477482,446.9176143,627.8034955,9.26014961,-20.19854878,2.8,0.616,21.5,117.2,,,,,
E-0016302,CN1C(=O)/C(=C\c2cnc[nH]2)c2c1ccc1ncsc21,230.288,61.88,4,1,1,0.071428571,0.26870701,-0.209739026,0.121676121,1.449278931,325.7304229,274.8642584,4.875062429,-10.95255242,2.3,8.36,84.1,2262.7,,,,,
E-0016303,CN1C(=O)/C(=C\c2cncn2C)c2c1ccc1ncsc21,249.504,51.02,5,0,1,0.133333333,0.2044857,-0.209287878,0.122748029,1.871585499,332.352578,386.9853068,5.768095385,-12.78678558,2.1,8.56,75.6,297.2,,,,,
E-0016304,Cc1nnc(-c2ccc3c(c2)nc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,380.976,88.83,8,1,4,0.318181818,0.233164294,-0.215114894,0.145779827,0.736595546,442.5525237,612.4175891,8.753206924,-19.23654265,1.4,299,6.6,0,,,,,
E-0016305,O=C(c1n[nH]c2cccnc12)N1CC[C@@H](Oc2cncc(Cl)c2)[C@H]2C[C@H]21,309.656,84,5,1,3,0.333333333,0.271268763,-0.240414883,0.179055449,2.811222484,319.0032864,460.1723732,9.020131003,-19.57074562,1.8,270,,,,,,,
E-0016306,O=C(c1n[nH]c2cccnc12)N1CC[C@H](Oc2cncc(Cl)c2)[C@@H]2C[C@@H]21,309.928,84,5,1,3,0.333333333,0.271030691,-0.240871151,0.179676859,2.775126687,318.5219628,470.0182062,9.001278046,-19.54794842,1.8,309,,,,,,,
E-0016307,Cc1nnc(-c2ccc3c(c2)nc(C(=O)N2CCC(Nc4cncc(Cl)c4)CC2)n3C)s1,396.144,88.83,8,1,4,0.318181818,0.224236641,-0.212420586,0.146434209,1.14167986,453.8454074,686.2851853,9.302098773,-20.35225067,3.2,45.1,,,,,,,
E-0016308,Cc1nnc(-c2ccc3nc(C(=O)N4CCC(N(C)c5cncc(Cl)c5)CC4)n(C)c3c2)s1,413.184,80.04,8,0,4,0.347826087,0.193715149,-0.205916546,0.133821621,1.872802403,475.172217,732.8250386,9.00459444,-19.70738623,3.4,42.3,,,,,,,
E-0016309,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3n2)s1,360.176,101.2,9,1,4,0.3,0.280973746,-0.213445129,0.114900264,2.152704576,415.4804631,703.6566169,9.182111034,-20.1295409,1,290,,,,,,,
E-0016310,Cc1nnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,380.784,88.83,8,1,4,0.318181818,0.233281861,-0.213657602,0.144738373,1.909419162,446.0478746,658.6141453,9.187484689,-20.04659075,1.3,31,4,4.8,1.57,22.83,35.3,2.04,5.54
E-0016311,NC(=O)c1nccc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,310.632,84.24,4,2,5,0.368421053,0.27118906,-0.216211699,0.153519713,1.283041449,353.0338117,191.2973868,4.970230025,-11.36725011,1.9,257,3.3,19.4,14.76,1.02,5.6,2.93,
E-0016312,c1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,279.88,41.15,3,1,4,0.388888889,0.147027297,-0.211463025,0.174415004,2.906297686,314.680798,258.7247752,5.221264347,-11.49193243,1.3,255,8.4,23.6,,,11.5,9.8,
E-0016313,Cn1c2cnccc2c2ccc(OCCN3CCCCC3)cc21,296.848,30.29,4,0,4,0.421052632,0.102038754,-0.211974317,0.165460122,2.271395623,335.7043699,210.4098611,4.258719358,-9.539329388,1.9,236,13.6,117.4,,,8.2,6.18,
E-0016314,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cc(F)c32)c1=O,310.488,50.26,4,1,4,0.421052632,0.161874211,-0.198516696,0.156042649,0.991721642,339.5891767,221.8826567,5.17318583,-11.66428401,2.1,254,5.2,108,11.95,1.06,5.2,2.77,
E-0016315,Cc1ccc2c(c1)[nH]c1cc(OCCN3CCCCC3)ccc12,300.608,28.26,2,1,4,0.4,0.094009474,-0.200213942,0.169938749,0.445993898,347.0422634,229.6407025,4.043610304,-9.102416442,3.1,155,6.8,67.8,,,1.3,0.07,
E-0016316,Cc1cccc(Nc2cccc(OCCN3CCCCC3)c2)c1,311.904,24.5,3,1,6,0.4,0.07854981,-0.194741618,0.17847061,0.712509055,338.2335293,135.753987,3.531843287,-8.055065022,2.7,248,17,115.4,,,2,0.54,
E-0016317,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,339.144,64,6,2,3,0.363636364,0.1887104,-0.194632509,0.146733041,2.145566495,414.6669167,300.551171,5.653258236,-12.76412238,1.6,238,2.1,24.1,,,2.6,0.01,
E-0016318,Cn1ccc2c([nH]c3c(CCC4CNC4)c(F)ccc32)c1=O,269.632,49.82,3,2,3,0.352941176,0.184770354,-0.20140458,0.156415083,1.787611718,294.5776126,278.1013334,5.496876138,-12.36388864,0.2,243,6,39.9,,,6.9,2.22,
E-0016319,Cn1ccc2c([nH]c3c(C#CC4(C)CNC4)c(F)ccc32)c1=O,275.008,49.82,3,2,0,0.277777778,0.181158366,-0.203618893,0.14520008,1.742424888,324.895868,304.6513767,5.372150471,-12.09480476,1.4,209,4.1,38.6,,,23,0.43,
E-0016320,Cn1ccc2c([nH]c3c(C(=O)CC4(C)CNC4)c(F)ccc32)c1=O,288.488,66.89,4,2,3,0.333333333,0.231864064,-0.207374958,0.132526957,2.193628012,318.5237366,344.2056421,5.355014029,-11.89210158,-0.2,250,7.4,25.5,,,2.5,7.73,
E-0016321,Cn1ccc2c([nH]c3cc(C(=O)NCCN4CCCCC4)ccc32)c1=O,327.912,70.13,4,2,4,0.4,0.213868355,-0.20276411,0.145805741,3.231773547,367.0447173,356.9341309,7.025690004,-15.65474417,1,245,2.4,54.9,,,25,17.05,
E-0016322,CNC(=O)/C=C/c1ccc(-c2ncc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,363.856,103.27,7,3,5,0.428571429,0.283821072,-0.208845401,0.130738014,4.17724425,454.5172663,696.7811066,8.880972094,-19.4414261,1.2,243,1.7,6.4,,,22.5,5.88,
E-0016325,CS(=O)(=O)c1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,388.096,59.5,5,0,6,0.347826087,0.153312582,-0.217370401,0.132100413,1.703135564,433.9542441,394.1873773,7.364645556,-16.38464872,1.4,287,0,172.4,0.92,2.65,44.1,,
E-0016326,Cc1c(N)c(-c2ccc(OCCN3CC4CC(C3)O4)cc2)cc2cnccc12,352.36,60.61,5,1,5,0.347826087,0.172011579,-0.205217083,0.154842984,2.967386285,404.3159121,382.7046762,6.400395797,-14.22916431,2.6,72,,255.7,8.4,1.23,8.3,4.2,
E-0016327,Cc1c(N)c(-c2ccc(OCCN3CCCC3=O)cc2)cc2cnccc12,337.328,68.45,4,1,5,0.272727273,0.202918228,-0.205296027,0.154769467,2.168358952,388.1929383,471.8568971,7.249740713,-16.04697408,2.8,12.4,24.3,390.2,16.79,1.65,5.2,5.33,
E-0016328,O=c1ncn(-c2ccc(OCCN3CCCCC3)cc2)c2c[nH]nc12,308.24,76.04,6,1,5,0.388888889,0.24669089,-0.217442742,0.162711639,6.001021453,318.5218675,571.5449294,10.63247254,-22.70221919,0.8,278,1.1,209.8,,,,,
E-0016329,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2nncn2c1,304.792,42.66,5,0,5,0.368421053,0.139964304,-0.211816775,0.150353022,1.982593087,339.2933374,353.2873845,6.339808041,-13.68489501,1.2,287,1.6,51.5,,,,,
E-0016330,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cnnn2c1,304.704,42.66,5,0,5,0.368421053,0.140004726,-0.214595646,0.155572239,2.652872879,337.410735,273.7918311,5.238393968,-11.58158436,1.9,272,4.4,891.6,,,,,
E-0016331,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2nncc2c1,304.56,42.66,5,0,5,0.368421053,0.140070922,-0.213975508,0.154223106,2.204356208,340.4480691,281.6248974,5.118901278,-11.21035353,1.8,308,3.6,1084.9,,,,,
E-0016332,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2[nH]ncc2c1,308.192,41.15,3,1,5,0.35,0.133520662,-0.210022985,0.164134361,1.318339265,342.2509793,187.4526459,4.275325905,-9.710904119,2.8,265,3.5,2465.8,,,,,
E-0016333,Cn1cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2n1,325.336,30.29,4,0,5,0.380952381,0.093103745,-0.201563823,0.151159622,1.121638123,366.9407582,388.5103523,4.875926954,-10.70746896,2.4,244,6.1,583.2,,,,,
E-0016334,O=c1ccc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2[nH]1,331.088,45.33,3,1,5,0.318181818,0.136912241,-0.215957816,0.154544454,2.067271486,372.1291528,186.2722785,5.076287471,-11.42797677,2.1,290,3.2,265.5,,,,,
E-0016335,c1cc2cncc(-c3ccc(OCCN4CCCCC4)cc3)c2[nH]1,307.728,41.15,3,1,5,0.35,0.133721988,-0.21043093,0.170640393,3.184667786,340.2747025,335.9425736,5.260253878,-11.52533945,1.9,295,8.4,59.4,,,,,
E-0016336,COCCCN[C@@H](C)COc1cnn(-c2cc(C#N)c3ccncc3c2)c1,342.448,84.99,7,1,9,0.35,0.248183666,-0.221625781,0.132893748,2.637209282,374.8467339,381.8709271,6.687043262,-14.95654986,1.6,274,7.5,233.9,,,,,
E-0016337,COCCCN[C@@H](C)COc1cnn(-c2cc(C#N)cc3cnccc23)c1,342.896,84.99,7,1,9,0.35,0.247859409,-0.220788464,0.136124774,1.366117598,362.2840779,413.049027,6.988909306,-15.63440769,0.6,272,14.1,169.7,,,,,
E-0016338,COCCCN[C@H](C)COc1cnn(-c2cc(C#N)cc3cnccc23)c1,342.192,84.99,7,1,9,0.35,0.248369337,-0.220944212,0.136270082,1.626351691,362.1768839,392.4484092,6.857174539,-15.38009371,0.7,271,10.9,168.2,,,,,
E-0016339,COCCCN[C@H](C)COc1cnn(-c2cc(C#N)c3ccncc3c2)c1,342.472,84.99,7,1,9,0.35,0.248166273,-0.220739077,0.131627938,2.678124477,372.2097195,328.8853632,6.715122671,-15.12620986,1.6,285,2.7,342.9,,,,,
E-0016340,Cc1c(N)c(-c2ccc(OCC(C)(C)N3CCCCC3)cc2)cc2cnccc12,384.456,51.38,4,1,5,0.4,0.133643382,-0.205310163,0.155329392,2.805597918,438.8944853,306.1841266,5.206669823,-11.52412059,2.3,252,137.6,278.4,,,,,
E-0016341,Cc1c(N)c(-c2ccc(C(O)CCN(C)C)cc2)cc2cnccc12,327.344,62.38,4,2,5,0.285714286,0.190564055,-0.205412775,0.154459387,3.443000259,377.856103,384.9387441,5.97285557,-13.25554184,0.8,260,3.6,136.1,,,,,
E-0016342,Cc1cccc(-c2ccc(OCC(C)(C)N3CCCCC3)cc2)c1N,344.952,38.49,3,1,5,0.454545455,0.111580742,-0.198701182,0.178014459,1.114392697,364.7322159,190.5516271,3.703185148,-8.349512261,2.1,237,10.3,220.1,,,,,
E-0016343,Cc1cccc(-c2ccc(OC[C@H](C)N3CCCCC3)cc2)c1N,328.208,38.49,3,1,5,0.428571429,0.117273193,-0.198438064,0.17683093,1.373627074,349.7749678,180.2999891,3.603194163,-8.169960212,2.5,283,7.8,389.9,,,,,
E-0016344,Cc1cccc(-c2ccc(OC[C@@H](C)N3CCCCC3)cc2)c1N,328.248,38.49,3,1,5,0.428571429,0.117258902,-0.198562504,0.177389602,1.596886005,348.252937,204.5788464,3.670864076,-8.291786845,2.4,275,0.3,500.8,,,,,
E-0016345,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncncc12,330.384,64.27,5,1,5,0.333333333,0.194531212,-0.202885725,0.136646548,2.896218387,375.5282543,321.6876141,5.652976989,-12.58500622,2.1,263,15.9,509.4,,,,,
E-0016346,Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2ncncc12,330.24,64.27,5,1,5,0.333333333,0.194616037,-0.197435759,0.131888367,2.45416233,380.0484499,390.8022118,6.313983419,-13.90292657,1.7,281,4.5,772.8,,,,,
E-0016347,Cc1ccc(C)c(-c2ccc(OCCN3CCCCC3)cc2)c1N,328.08,38.49,3,1,5,0.428571429,0.117318947,-0.199584696,0.185395711,1.201063027,342.5790967,152.8234322,3.620693561,-8.261028463,2.7,271,4.5,2137.6,,,,,
E-0016348,Cc1c(N)c(-n2ccc(OCC3CN(C)C3)n2)cc2cccnc12,299.4,69.2,6,1,4,0.333333333,0.231128925,-0.204179271,0.14693807,0.692220197,344.5784243,234.3947274,4.796282272,-10.69291281,0.3,264,1.3,79.5,,,,,
E-0016349,CN1CC(COc2ccn(-c3ccc4ncccc4c3N)n2)C1,282.952,69.2,6,1,4,0.294117647,0.244564449,-0.200203301,0.141962288,1.546857489,317.8345345,269.8897277,5.251486908,-11.68369574,-0.1,298,2.6,23.6,,,,,
E-0016350,Cc1c(N)c(-n2ccc(OCC3CN(C)C3)n2)cc2cnccc12,299.584,69.2,6,1,4,0.333333333,0.230986969,-0.207413084,0.153600796,2.089775668,340.6664977,277.2638118,5.351486702,-11.9338916,0.6,297,5.9,153.4,,,,,
E-0016351,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)o1,376.208,89.08,7,1,4,0.304347826,0.236783907,-0.214730908,0.159051407,2.425923379,426.5045826,691.1879601,9.621962461,-21.02772786,1.5,12.1,0.8,0,,,,,
E-0016352,Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,382.872,67.98,6,1,4,0.291666667,0.177552811,-0.210610596,0.161807437,2.249481071,438.9686946,639.2842084,8.588939701,-18.76911922,2.5,0.66,23.2,24.5,,,,,
E-0016353,c1cc(N2CCC(n3cc(-c4ccc5ncsc5c4)cn3)CC2)ccn1,320.136,46.84,6,0,3,0.25,0.146312817,-0.212032743,0.161430232,2.227589682,376.6023625,516.2648867,6.68040937,-14.63975543,2.1,55.6,,,,,,,
E-0016354,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4ccncc4Cl)CC2)n3C)s1,416.84,75.94,7,1,5,0.333333333,0.182180213,-0.218691683,0.157230402,1.285689517,477.3210087,486.3717373,8.26909115,-18.16072637,3,,,,,,,,
E-0016355,O=c1c2ccccc2ccn1C1CCN(c2ccncc2)CC1,284.488,38.13,4,0,2,0.263157895,0.134030258,-0.215222446,0.169131156,2.202224536,320.4611842,427.2513964,6.052437944,-13.2236047,1.6,293,,,,,,,
E-0016356,O=c1c2ccccc2ncn1C1CCN(c2ccncc2)CC1,280.112,51.02,5,0,2,0.277777778,0.182141429,-0.212748135,0.160198909,1.598977277,309.5902726,514.2921233,6.572817678,-14.47519149,0.7,286,,,,,,,
E-0016357,O=c1c2ccccc2ncn1C1CCN(Cc2ccncc2)CC1,297.312,51.02,5,0,3,0.315789474,0.171604241,-0.224577113,0.172668977,1.030465402,316.8430812,341.4495338,5.634025353,-12.59114246,2,276,,,,,,,
E-0016358,COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccc3n2C)CC1,410.52,85.17,8,1,5,0.333333333,0.207468576,-0.218672499,0.15727713,1.820126085,471.1533499,499.8833501,8.649846738,-19.03769281,3.2,6.79,48.2,240.5,7.89,1.08,4.2,1.93,2.91
E-0016359,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C#N)CC2)n3C)s1,403.608,99.73,8,1,4,0.291666667,0.247096192,-0.220302119,0.157761931,2.671666874,477.754823,739.1185629,10.18929581,-22.18359746,3.4,0.139,,,,,,,
E-0016360,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C)CC2)n3C)s1,402.168,75.94,7,1,4,0.333333333,0.18882656,-0.212117211,0.150568843,2.615002294,471.2415117,598.5085674,9.078008313,-19.74631964,3.5,0.0717,16.6,81.3,3.27,1.15,4,1.38,2.4
